vseismic,vseismoacoustic,vshift,vgenergy,vgpuls,vgdenergy,vgdpuls,vghazard,vnbumps,vnbumps2,vnbumps3,vnbumps4,vnbumps5,vnbumps6,vnbumps7,vnbumps89,venergy,vmaxenergy,Class
1,1,1,22450,568,47,29,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,12950,343,-12,-9,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,4690,126,-55,-65,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,52200,828,95,27,0,1,0,0,1,0,0,0,0,10000,10000,0
0,0,0,6130,129,-27,-50,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4720,186,-62,-26,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,14050,228,-45,-55,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25580,120,-54,-53,0,1,0,1,0,0,0,0,0,6000,6000,0
0,1,1,12600,266,-60,-47,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,22830,467,-19,-28,1,1,1,0,0,0,0,0,0,500,500,0
1,0,1,33760,568,-7,35,0,3,1,1,1,0,0,0,0,81500,80000,0
0,1,1,37520,843,13,57,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,32830,1134,17,75,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,38820,213,-82,-57,0,1,0,1,0,0,0,0,0,4000,4000,0
0,0,0,6660,274,-29,-15,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,36100,608,8,17,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,39510,204,12,40,0,1,0,1,0,0,0,0,0,5000,5000,0
0,0,1,20250,157,-41,-39,0,4,3,1,0,0,0,0,0,2600,1000,1
0,1,1,46580,260,-56,-48,0,1,0,1,0,0,0,0,0,2000,2000,0
1,1,1,61620,1211,176,104,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,30130,403,-15,-27,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2196220,3848,62,51,0,3,1,2,0,0,0,0,0,8500,4000,0
0,0,1,11440,505,0,81,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,25750,494,9,-3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,12220,465,-78,-41,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,820600,3506,92,97,0,2,1,1,0,0,0,0,0,8700,8000,1
0,0,1,34980,296,-29,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,54830,694,46,68,0,5,3,2,0,0,0,0,0,4000,1000,0
1,0,0,8980,189,-14,-50,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46020,267,-18,6,0,1,0,1,0,0,0,0,0,5000,5000,0
0,0,1,19570,153,-36,-21,0,1,1,0,0,0,0,0,0,700,700,0
0,0,1,8620,201,-51,-37,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,29310,445,214,38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3180,11,4,-72,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3610,20,32,-50,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14720,33,-70,-79,0,1,0,1,0,0,0,0,0,2000,2000,0
1,1,1,42350,1625,70,144,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,40480,639,51,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,768080,2124,8,24,0,1,1,0,0,0,0,0,0,300,300,0
0,0,0,65100,172,-82,-75,0,1,0,1,0,0,0,0,0,3000,3000,0
1,1,1,63670,846,138,86,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3040,63,-43,26,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,36680,513,47,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,36380,222,-32,-2,0,1,0,1,0,0,0,0,0,4000,4000,0
0,1,1,48250,573,9,44,0,3,1,2,0,0,0,0,0,12600,8000,0
0,0,1,31810,514,27,3,0,1,1,0,0,0,0,0,0,100,100,0
0,0,1,31220,530,13,10,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,59950,865,19,18,0,1,1,0,0,0,0,0,0,700,700,0
0,0,1,10590,256,-19,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,254750,2932,50,66,0,1,0,1,0,0,0,0,0,2000,2000,1
0,1,0,6690,163,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,28300,569,-41,-20,0,1,0,1,0,0,0,0,0,8000,8000,0
0,0,1,17180,310,-50,-47,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,42450,429,99,-10,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,92520,169,-73,-74,0,1,0,0,1,0,0,0,0,10000,10000,1
1,0,1,151660,900,-25,-33,0,7,2,3,2,0,0,0,0,67700,30000,0
1,0,1,34120,519,14,5,0,1,1,0,0,0,0,0,0,400,400,0
0,0,0,1490,10,-37,-75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,26830,584,287,205,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9470,79,-81,-84,0,1,0,1,0,0,0,0,0,2000,2000,0
1,0,1,26940,429,-18,-17,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2480,145,-80,-40,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,22270,53,-23,-3,0,1,0,1,0,0,0,0,0,4000,4000,0
0,0,0,9010,255,-28,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3540,53,-71,-77,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,17730,134,97,-38,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,5680,127,-43,-64,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,16840,318,-28,-17,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,16500,321,115,96,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,18830,201,-23,-52,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12950,41,-65,-55,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,95050,860,-16,-22,0,2,0,2,0,0,0,0,0,5000,3000,0
0,1,0,9380,234,-13,-3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,21320,402,-38,-30,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,70490,330,-38,-37,0,6,1,5,0,0,0,0,0,10300,3000,0
0,0,0,38800,38,17,-45,0,2,1,1,0,0,0,0,0,1700,1000,0
1,1,1,44010,961,167,109,1,1,1,0,0,0,0,0,0,500,500,0
1,1,1,134070,1283,357,159,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,7970,44,-32,-15,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1446770,1471,13,5,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,41260,529,77,13,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,12840,471,37,51,0,1,1,0,0,0,0,0,0,200,200,0
1,2,1,87250,1048,93,51,1,1,1,0,0,0,0,0,0,500,500,0
0,0,0,11780,159,-7,-35,0,1,1,0,0,0,0,0,0,300,300,0
0,0,1,26130,260,-15,-21,0,6,3,3,0,0,0,0,0,7700,3000,0
0,0,0,4310,172,-30,9,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3100,22,4,-45,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3770,50,-47,-40,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,23490,595,76,54,0,1,0,1,0,0,0,0,0,1000,1000,0
0,1,1,14980,267,-7,9,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,10600,268,2,-29,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,38590,716,32,47,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,7870,141,-71,-67,0,1,1,0,0,0,0,0,0,700,700,0
1,1,1,47200,562,91,24,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,18440,398,122,137,0,1,1,0,0,0,0,0,0,200,200,0
1,0,1,428740,2031,-44,-5,0,1,0,1,0,0,0,0,0,4000,4000,0
0,1,1,59240,941,5,29,0,3,1,2,0,0,0,0,0,5200,3000,0
1,1,1,51410,922,80,47,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,950,46,-68,15,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,55200,1259,35,9,0,1,0,1,0,0,0,0,0,4000,4000,1
1,0,1,20550,381,-37,-26,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,48990,194,-27,-3,0,1,0,1,0,0,0,0,0,4000,4000,0
0,1,1,27670,305,283,53,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,315650,645,-33,-9,0,1,0,1,0,0,0,0,0,5000,5000,0
0,1,0,5250,66,-49,36,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,17670,255,130,56,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,25910,424,-22,-3,0,1,1,0,0,0,0,0,0,900,900,0
0,1,1,5930,120,-65,-54,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,36970,1033,9,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,48240,565,187,116,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,10210,394,169,251,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3000,72,-75,-69,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,15190,367,-39,-18,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,10900,176,34,4,0,1,1,0,0,0,0,0,0,700,700,0
0,0,0,9260,266,-23,8,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,23260,746,27,48,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2760,24,2,-40,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4310,66,83,65,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,38220,1192,33,35,0,1,0,1,0,0,0,0,0,6000,6000,0
0,0,0,209760,919,46,89,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,12750,235,-10,-10,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,15280,521,63,74,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,30110,868,73,49,0,1,0,1,0,0,0,0,0,4000,4000,0
1,1,1,77870,271,626,18,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,33500,231,48,-53,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,15300,293,-2,15,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,12000,379,-5,64,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,31310,504,47,6,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,16980,451,-30,-38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,102720,265,-64,-66,0,2,1,1,0,0,0,0,0,2700,2000,0
0,0,1,15470,286,163,12,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,24360,444,-20,-31,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2650,18,7,-55,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,99160,514,-34,4,0,1,0,1,0,0,0,0,0,4000,4000,0
1,1,1,60490,788,129,70,1,1,1,0,0,0,0,0,0,600,600,0
0,1,1,25460,412,-14,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,53170,461,9,23,0,5,2,3,0,0,0,0,0,4800,2000,0
1,1,1,40130,1324,120,162,1,2,2,0,0,0,0,0,0,1100,600,0
0,0,0,1270,9,-75,-78,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,57440,879,4,12,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,35540,487,31,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,13110,417,57,148,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3410,33,-62,-32,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,33640,699,150,81,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,15500,255,72,86,0,1,0,1,0,0,0,0,0,2000,2000,0
1,1,1,17300,656,-56,-43,0,1,0,1,0,0,0,0,0,7000,7000,0
0,1,1,200350,1668,43,24,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,59820,855,100,65,0,2,2,0,0,0,0,0,0,600,300,0
1,1,1,34960,565,-27,2,0,5,1,4,0,0,0,0,0,14200,7000,1
1,0,1,19890,236,-40,-55,0,1,0,1,0,0,0,0,0,8000,8000,1
0,0,0,11190,27,4,-32,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,16330,270,7,-14,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,30730,890,5,14,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,49440,491,56,-7,0,3,1,2,0,0,0,0,0,9300,6000,0
1,0,0,8560,210,-18,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,66800,441,-34,-31,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10730,205,-5,-16,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,14770,48,-60,-41,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2102300,4014,27,26,0,2,0,2,0,0,0,0,0,4000,3000,0
0,0,1,27350,602,-1,25,0,1,1,0,0,0,0,0,0,200,200,0
1,1,1,886800,2519,-29,44,0,3,0,2,1,0,0,0,0,49000,40000,0
1,0,0,24870,507,259,165,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,14460,271,-42,-40,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,54660,1287,90,68,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1355970,2326,-7,-12,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,132520,1174,-31,-39,0,1,1,0,0,0,0,0,0,200,200,0
1,0,1,38010,410,-10,10,0,1,0,1,0,0,0,0,0,1000,1000,0
0,0,1,233810,839,-31,-24,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,11320,472,-6,56,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,28440,405,-19,-27,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,42110,555,213,118,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,9940,142,-56,-62,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,4380,134,-60,-31,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18410,30,-33,-61,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7080,260,-41,5,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,664090,1824,-12,5,0,2,2,0,0,0,0,0,0,1100,600,0
0,1,1,29470,347,-14,22,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,21760,250,-54,-48,0,2,2,0,0,0,0,0,0,600,400,1
0,0,1,107100,1003,-28,-21,0,3,3,0,0,0,0,0,0,1600,600,1
0,1,1,232470,361,28,11,0,3,2,1,0,0,0,0,0,4000,3000,0
0,0,1,25650,553,96,115,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,32220,513,-8,-6,0,2,1,1,0,0,0,0,0,2300,2000,0
0,1,1,12370,346,2,15,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5280,178,-29,-16,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,571990,1608,0,-18,0,4,0,3,1,0,0,0,0,44000,30000,0
0,0,1,32580,494,150,89,0,3,3,0,0,0,0,0,0,1600,700,0
0,1,1,25850,476,1,-6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2970,50,-95,-87,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,22890,283,104,23,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,34050,68,38,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,250030,687,-8,-5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,127770,1141,7,24,0,4,2,1,1,0,0,0,0,44400,40000,0
1,2,1,45020,936,-1,35,1,1,0,1,0,0,0,0,0,1000,1000,0
0,1,1,1323740,1405,7,-2,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,1,48560,726,105,58,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,13200,199,-18,-15,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,920,9,-71,-78,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1630,26,-72,-44,0,1,1,0,0,0,0,0,0,800,800,0
1,1,0,8660,205,16,188,1,1,0,0,1,0,0,0,0,10000,10000,0
0,1,1,37440,686,7,-35,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,54980,115,-72,-66,0,1,1,0,0,0,0,0,0,600,600,0
0,1,1,943300,987,-23,-30,0,2,1,1,0,0,0,0,0,1400,1000,0
1,1,1,42700,700,53,49,0,1,1,0,0,0,0,0,0,400,400,0
0,0,1,37710,233,2,-12,0,1,0,1,0,0,0,0,0,2000,2000,0
0,0,0,6530,38,-72,-92,0,1,1,0,0,0,0,0,0,100,100,0
0,0,1,67040,785,111,84,0,2,2,0,0,0,0,0,0,1600,900,0
0,0,0,29500,92,-21,6,0,1,1,0,0,0,0,0,0,300,300,0
0,0,1,43290,663,36,26,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15040,458,50,32,0,1,1,0,0,0,0,0,0,400,400,0
0,1,0,44790,57,74,-3,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,127010,1388,-30,-22,0,3,0,3,0,0,0,0,0,9000,5000,1
0,0,1,28360,181,-60,-80,0,2,1,1,0,0,0,0,0,3800,3000,0
1,1,1,26290,104,-6,-67,0,5,2,2,1,0,0,0,0,25300,20000,0
1,1,0,38900,697,56,12,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,28210,83,8,30,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,1,24360,351,-25,-16,0,2,2,0,0,0,0,0,0,1300,900,0
1,0,1,108280,2157,190,106,0,2,1,1,0,0,0,0,0,9500,9000,0
1,0,1,132470,1552,-28,-16,0,5,2,2,1,0,0,0,0,54800,50000,0
0,1,1,3560,83,-79,-67,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,20090,74,-78,-62,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1620,11,-30,-72,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,29560,1067,2,35,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,151210,1727,-18,-12,0,4,1,2,1,0,0,0,0,31800,20000,0
0,0,1,20380,338,-24,-22,0,1,1,0,0,0,0,0,0,200,200,0
1,0,1,22060,275,64,8,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,32830,85,33,31,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,15740,222,4,-27,0,1,0,1,0,0,0,0,0,6000,6000,0
0,0,1,11860,292,-60,-42,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6910,25,-85,-66,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,43270,673,29,28,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,415690,1486,-37,-26,0,1,0,1,0,0,0,0,0,7000,7000,1
0,0,0,2910,80,-58,-54,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1070,17,-73,-65,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,9790,422,-4,-6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,43380,693,83,36,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,6780,112,-33,-40,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,31390,376,-7,18,0,2,0,2,0,0,0,0,0,6000,4000,1
0,0,1,104340,1269,221,108,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,31440,361,-27,-22,0,3,2,1,0,0,0,0,0,4600,4000,0
0,1,0,10540,321,15,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,29550,486,-16,-13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8320,213,9,-10,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,12840,350,157,40,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,42220,515,159,79,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,32960,982,93,128,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,53900,320,-36,-20,0,2,0,2,0,0,0,0,0,4000,2000,0
0,0,1,317360,1068,-36,-44,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,23930,426,-20,-13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9280,294,35,71,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,11230,26,-56,-41,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,42860,588,24,5,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,29900,665,-50,-31,0,1,1,0,0,0,0,0,0,900,900,1
0,0,1,15460,208,-50,-51,0,1,0,1,0,0,0,0,0,4000,4000,0
0,1,0,49910,208,61,61,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,1,49430,434,1,9,0,2,2,0,0,0,0,0,0,1500,800,0
0,0,1,42280,375,-17,-6,0,5,3,2,0,0,0,0,0,12100,7000,0
0,0,0,4620,175,-63,-30,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2610,39,5,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,27890,276,-72,-72,0,6,3,3,0,0,0,0,0,9800,6000,0
0,1,1,436650,1232,23,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3990,231,66,98,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,26960,514,85,41,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,78430,455,12,8,0,5,1,3,0,1,0,0,0,207900,200000,0
0,0,1,17670,538,4,-3,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4400,120,-57,-36,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,12260,413,31,32,0,1,1,0,0,0,0,0,0,200,200,0
0,0,1,25920,369,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,62880,826,338,99,1,1,1,0,0,0,0,0,0,700,700,0
0,0,0,12560,469,0,88,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,29240,217,-71,-85,0,2,0,2,0,0,0,0,0,8000,5000,0
1,0,0,13160,271,58,61,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,10080,349,11,40,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,1,8210,247,-44,-23,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,10870,220,-51,-40,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,240350,458,24,34,0,4,3,1,0,0,0,0,0,3000,2000,0
0,0,1,95020,859,-20,-25,0,1,1,0,0,0,0,0,0,600,600,0
0,1,1,13550,358,-7,-2,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,25850,504,-18,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,441960,1006,-42,-33,0,3,0,3,0,0,0,0,0,6000,3000,0
0,0,1,6800,224,-79,-47,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,47500,668,12,46,0,8,4,2,2,0,0,0,0,97100,50000,0
0,2,0,47250,961,517,305,2,1,1,0,0,0,0,0,0,200,200,0
0,0,1,56830,394,-20,-2,0,5,2,3,0,0,0,0,0,10500,5000,0
1,0,1,73160,654,155,46,0,1,0,1,0,0,0,0,0,3000,3000,0
1,0,1,34490,594,20,21,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3720,43,75,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,82460,154,-17,-16,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,22810,508,-35,-7,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,9890,183,-29,-31,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,16820,244,-32,-39,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,314100,904,-41,-37,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,92450,777,15,24,0,4,1,2,1,0,0,0,0,27600,10000,0
1,0,1,28010,693,23,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,58100,1267,161,113,0,1,1,0,0,0,0,0,0,300,300,0
1,0,1,71650,1173,-53,-40,0,1,0,1,0,0,0,0,0,7000,7000,0
1,1,1,18850,587,4,23,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,15530,237,33,-6,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4120,67,-40,-59,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,34090,601,14,16,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,43740,1056,9,66,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10670,223,47,38,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,22710,481,191,166,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,17170,356,-46,-19,0,1,1,0,0,0,0,0,0,500,500,0
0,0,0,2440,104,-71,-61,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,72370,581,-79,-70,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,37670,488,19,-41,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3860,77,-38,12,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3020,29,-53,-40,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,20720,284,13,-11,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4400,67,-64,-71,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,36910,455,6,-18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12240,452,33,104,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,60730,797,110,1,0,2,1,1,0,0,0,0,0,3600,3000,0
1,0,1,32030,350,12,-22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22470,307,98,26,0,1,1,0,0,0,0,0,0,300,300,0
1,0,1,31800,585,-9,6,0,1,1,0,0,0,0,0,0,100,100,0
0,1,1,169370,644,-53,-45,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,14590,865,45,90,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4910,25,-58,-40,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,21060,242,-14,-42,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2360,16,-54,-71,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,21000,483,40,28,1,1,1,0,0,0,0,0,0,200,200,0
0,0,0,4190,25,22,-38,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,58850,679,113,-20,0,3,3,0,0,0,0,0,0,1300,800,1
0,2,1,151920,1132,255,71,1,2,1,0,1,0,0,0,0,20300,20000,0
0,0,1,26280,404,-13,-18,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,41060,555,30,27,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,8720,175,-48,-31,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,13360,383,-59,-61,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7120,227,-23,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,19040,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,763520,2079,5,36,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,29150,259,0,18,0,1,1,0,0,0,0,0,0,600,600,1
0,0,0,2920,20,-7,-50,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,394660,1764,-2,8,0,3,1,1,1,0,0,0,0,35900,30000,1
1,0,1,17320,586,-17,-6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,478520,1493,-1,-47,0,4,3,1,0,0,0,0,0,4300,3000,0
1,0,1,70980,1157,161,37,0,2,0,2,0,0,0,0,0,10000,6000,0
0,1,1,14770,241,-19,-24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2260,17,-29,-58,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,348780,723,-23,4,0,1,1,0,0,0,0,0,0,300,300,0
