vTemperature,vHumidity,vLight,vCO2,vHumidityRatio,Class
20.29,22.79,0.0,435.75,0.00334900175851823,0
20.73,22.39,0.0,461.0,0.00338094199441115,0
20.7,24.65,405.0,554.666666666667,0.0037173330491887,1
20.7,24.5,0.0,468.75,0.0036945779980858896,0
21.1333333333333,23.6,0.0,552.0,0.00365475715962219,0
21.2,27.2,0.0,715.666666666667,0.00423344909620756,0
20.7,24.5,0.0,468.25,0.0036945779980858896,0
20.7,24.5,0.0,473.5,0.0036945779980858896,0
20.39,22.7,0.0,435.8,0.00335648922862046,0
20.575,22.2,0.0,448.25,0.00332005628567131,0
20.89,24.945,0.0,553.75,0.003806625543353,0
20.5,22.412,0.0,435.8,0.00333637702492895,0
20.5,24.1,0.0,470.0,0.00358911223325629,0
21.64,24.236,0.0,658.2,0.0038729719939613297,0
20.9175,23.1,0.0,490.0,0.0035294815922970397,0
23.29,28.675,467.75,1121.25,0.00507545528038826,1
20.58,22.254,0.0,449.6,0.00332920718350033,0
20.79,22.6,0.0,467.25,0.0034255294987624602,0
21.0,23.29,0.0,508.5,0.0035768802490343797,0
23.6,27.33,533.6,936.4,0.00492754379701558,1
22.1,28.39,536.333333333333,1197.0,0.00467197853896129,1
22.7,30.675,426.0,1286.0,0.00524034060362104,1
20.39,22.5,0.0,433.75,0.00332675846769344,0
22.5,27.0,617.0,1040.0,0.0045518496783126,1
23.6,27.978,470.0,1034.8,0.00504532457442066,1
20.865,24.92,0.0,558.25,0.0037969067342688797,0
20.675,22.2675,0.0,452.0,0.0033509088770266897,0
20.39,22.5,0.0,441.2,0.00332675846769344,0
20.5,24.2,0.0,466.75,0.0036040911080983296,0
20.55,24.39,416.666666666667,573.166666666667,0.00364384127303786,1
21.1,23.5,0.0,537.25,0.00363169468911561,0
20.445,23.8175,0.0,469.25,0.0035347131807768896,0
22.89,28.1,429.0,1087.5,0.00485306034574781,1
20.575,22.1,0.0,443.0,0.00330502161208519,0
20.456,22.35,0.0,433.0,0.00331802735234761,0
20.29,22.7,0.0,436.5,0.00333570528717845,0
20.89,22.89,0.0,475.0,0.00349127081729973,0
20.84,25.34,433.0,660.75,0.00385532415378895,1
21.23,23.823333333333302,0.0,585.0,0.00371163679525134,0
20.9175,25.0,444.0,736.25,0.003821568899283,1
20.39,22.39,0.0,433.0,0.00331040775412912,0
20.745,22.39,0.0,457.5,0.0033840840602220603,0
23.6,27.5,522.0,965.333333333333,0.00495843879351724,1
22.0,28.29,534.25,1190.0,0.00462688899775767,1
20.39,22.445,0.0,435.5,0.0033185830040274302,0
22.6,25.08,429.2,832.4,0.0042518862376435,1
22.426666666666698,27.033333333333303,625.666666666667,1038.0,0.00453709375237434,1
23.215,25.6833333333333,168.5,946.333333333333,0.00452138233147554,0
23.37,28.39,464.0,1090.6,0.005049129542326371,1
21.79,24.39,0.0,691.0,0.0039338681379609206,0
20.7,22.5,0.0,454.5,0.00339133538795165,0
21.89,28.33,518.2,1190.4,0.00460225217715481,1
21.05,26.34,0.0,630.5,0.0040608885927880395,0
22.7225,31.365,436.5,1397.5,0.005366615228720929,1
20.6,24.2,0.0,456.0,0.00362652051049971,0
20.772,22.6,0.0,461.4,0.00342171422452537,0
20.445,23.823333333333302,0.0,469.833333333333,0.00353558381640323,0
20.7,24.6,0.0,472.5,0.00370974784825709,0
20.7,25.0,0.0,493.333333333333,0.0037704346054599296,0
20.575,22.2,0.0,449.75,0.00332005628567131,0
22.0,28.2675,538.0,1194.0,0.00462318172342805,1
20.89,22.815,0.0,477.666666666667,0.00347976753201953,0
22.56,25.02,433.0,830.75,0.0042312841785683,1
22.7,31.29,447.0,1394.0,0.00534630672070471,1
21.89,28.5,511.333333333333,1189.66666666667,0.00463007451427484,1
22.5,24.911666666666697,433.0,811.0,0.00419740794745465,1
20.79,22.625,0.0,468.0,0.0034293396932757896,0
21.1,23.5,0.0,535.25,0.00363169468911561,0
20.79,24.89,0.0,523.0,0.00377473606074636,0
21.6,27.54,479.0,1045.0,0.00439385692072895,1
22.7,31.29,433.0,1384.25,0.00534630672070471,1
20.55,22.2,0.0,442.5,0.00331491378586315,0
20.89,24.856666666666698,435.0,715.0,0.0037930636092822,1
20.963333333333303,25.79,0.0,588.666666666667,0.0039542964265873795,0
20.29,22.79,217.2,441.6,0.00334900175851823,1
20.39,22.5,0.0,435.6,0.00332675846769344,0
20.745,22.39,0.0,452.5,0.0033840840602220603,0
22.5,24.89,419.0,811.0,0.0041937326810038,0
20.89,25.7,0.0,581.75,0.0039225656845997894,0
20.6,22.1,0.0,446.333333333333,0.0033101476955541,0
21.718000000000004,27.974,484.0,1091.4,0.00449615819804534,1
20.625,24.4175,0.0,467.75,0.0036649836944551897,0
22.6,25.1666666666667,433.0,854.333333333333,0.00426667988011176,1
20.84,24.92,0.0,553.0,0.0037910342862335295,0
21.2,23.76,0.0,565.333333333333,0.00369486182585656,0
20.6,24.2,0.0,464.25,0.00362652051049971,0
20.7,22.5,0.0,455.666666666667,0.00339133538795165,0
20.81,25.02,419.0,616.4,0.0037992752515078397,1
20.39,22.7,0.0,430.0,0.00335648922862046,0
22.79,30.83,444.0,1363.8,0.00529611827359213,1
20.79,24.79,433.0,668.0,0.00375947872351275,1
21.7,24.29,0.0,665.666666666667,0.0038960130145852295,0
20.7,22.29,0.0,457.5,0.0033595119647966,0
20.4725,22.39,0.0,441.5,0.00332740246984485,0
20.7,25.1,0.0,509.0,0.00378560813415773,0
22.2,29.856666666666698,0.0,1119.33333333333,0.004945524174829579,0
20.7,25.1,0.0,511.25,0.00378560813415773,0
20.39,22.5,0.0,434.2,0.00332675846769344,0
20.39,22.5,0.0,435.25,0.00332675846769344,0
20.6,22.2,0.0,449.25,0.00332520581189891,0
20.89,25.2,0.0,558.75,0.00384577933024355,0
20.39,23.7,311.75,474.75,0.0035051854492393697,1
21.1,23.3925,0.0,537.75,0.0036149850646024296,0
20.56,24.2,0.0,462.4,0.0036175340282338796,0
21.075,23.315,0.0,520.25,0.00359737848607855,0
20.772,24.7,419.0,640.8,0.0037415736966499,1
21.39,23.9725,0.0,610.75,0.0037720659972821204,0
22.175,27.945,555.0,1170.25,0.0046194242813307,1
20.7,25.1,0.0,505.5,0.00378560813415773,0
22.33,27.37,581.0,1057.0,0.00456688681371893,1
22.7,30.89,433.0,1318.0,0.0052773815988853105,1
22.1,28.2,555.0,1191.0,0.004640478063590111,1
22.5,26.89,659.4,1037.0,0.00453316995169055,1
21.5,24.2,0.0,640.333333333333,0.0038339879085467,0
21.89,29.2,0.0,1008.75,0.00474466311607751,0
21.2,27.4725,0.0,750.5,0.00427615298595305,0
21.1,23.6,0.0,545.75,0.00364723932725151,0
21.79,28.26,502.0,1148.66666666667,0.0045626399646426395,1
20.89,25.6,0.0,575.666666666667,0.00390720690639245,0
23.39,25.6,723.333333333333,1040.0,0.00455483707490689,1
20.39,22.68,0.0,433.8,0.00335351602531066,0
20.6,22.2,0.0,444.333333333333,0.00332520581189891,0
22.1333333333333,24.7,0.0,748.666666666667,0.004069083657579011,0
22.29,27.481666666666698,565.833333333333,1078.16666666667,0.00457442624622594,1
21.7,27.9725,489.0,1080.5,0.00449093503800171,1
22.6,30.275,426.0,1239.0,0.00513988772887235,1
21.89,28.445,513.0,1201.5,0.0046210728995467,1
21.0,26.0,0.0,602.25,0.00399575598808051,0
20.81,24.934,0.0,526.8,0.00378613670091785,0
21.29,26.6833333333333,454.0,895.166666666667,0.00417564415325051,1
20.6,22.23,0.0,451.666666666667,0.0033297233882232397,0
21.2,25.18,454.0,740.2,0.00391707332201621,1
20.5666666666667,24.1,0.0,465.0,0.0036039890893720702,0
22.6,30.1,419.0,1214.0,0.00510993331507665,1
20.675,22.2675,0.0,450.0,0.0033509088770266897,0
22.76,26.823333333333302,439.0,983.333333333333,0.00459431462064815,1
20.29,22.79,0.0,437.0,0.00334900175851823,0
23.0666666666667,29.856666666666698,464.0,1247.25,0.00521490474145376,1
20.7,24.6,0.0,476.5,0.00370974784825709,0
21.79,28.89,0.0,989.0,0.00466511774934596,0
23.29,27.5,505.8,1051.8,0.00486585412367001,1
20.6,24.1,414.6,514.6,0.00361144787924265,0
20.76,22.6,0.0,471.666666666667,0.00341917278864175,0
21.6,27.456,473.0,1030.0,0.0043803607983161,1
20.65,22.245,0.0,452.5,0.00334232350934395,0
22.5,25.0,419.0,829.6,0.004212392172552679,0
22.6666666666667,26.713333333333303,652.5,1030.33333333333,0.00454931379169049,1
22.945,28.1333333333333,429.0,1085.0,0.0048752027736280795,1
23.26,25.856666666666698,338.33333333333303,997.333333333333,0.00456460471615985,0
21.1,24.89,444.0,740.8,0.00384783443575005,1
20.7,25.1,0.0,508.5,0.00378560813415773,0
20.79,24.89,0.0,524.333333333333,0.00377473606074636,0
23.7,26.6,475.25,832.0,0.0048241038367487395,1
21.306666666666697,26.79,454.0,923.166666666667,0.00419676511367559,1
22.7,31.1,433.0,1356.0,0.0053135653993026,1
20.6,24.39,0.0,468.25,0.00365516051087822,0
21.718000000000004,28.1,484.0,1119.4,0.00451655676817307,1
20.89,25.0,0.0,554.333333333333,0.00381507006340074,0
22.2,27.56,555.0,1092.4,0.00456230885878974,1
22.5,30.1,0.0,1196.66666666667,0.00507873673636185,0
20.7,24.6,0.0,476.75,0.00370974784825709,0
21.7,27.84,474.0,1073.66666666667,0.004469509540126189,1
22.2,27.7,544.2,1152.4,0.00458565545482424,1
20.6,24.39,0.0,463.5,0.00365516051087822,0
20.6,24.39,0.0,465.0,0.00365516051087822,0
20.7,22.34,0.0,458.75,0.0033670886765457,0
20.89,25.39,441.0,681.0,0.0038749559254609,1
22.7,26.6833333333333,434.0,971.333333333333,0.004553435185152529,1
20.58,22.254,0.0,449.4,0.00332920718350033,0
21.2,27.0,0.0,696.666666666667,0.00420211049730072,0
20.89,25.0,0.0,556.75,0.00381507006340074,0
22.873333333333303,27.6833333333333,439.0,1064.16666666667,0.0047756842425233795,1
22.65,30.65,423.666666666667,1285.33333333333,0.0052200380105181104,1
20.65,25.05,0.0,491.75,0.0037663282820191795,0
20.39,22.5,0.0,435.0,0.00332675846769344,0
22.87,26.456,657.8,1019.0,0.00456147435928116,1
20.65,22.245,0.0,449.0,0.00334232350934395,0
23.2,25.54,543.0,894.4,0.00449186374157291,1
20.64,22.236,0.0,454.0,0.0033388943170400698,0
22.06,28.274,538.0,1190.4,0.0046413303225926105,1
20.79,25.0,0.0,532.0,0.00379151999106046,0
20.5,22.39,0.0,434.5,0.00333308443071495,0
22.963333333333303,26.29,668.0,1018.6666666666699,0.0045585293816626,1
20.7,24.6,0.0,482.0,0.00370974784825709,0
20.718000000000004,25.04,0.0,513.6,0.00378071953151168,0
21.1,24.89,444.0,742.0,0.00384783443575005,1
20.9725,25.815,0.0,597.5,0.00396039963283484,0
22.89,30.675,454.0,1351.75,0.005301570825881121,1
20.89,25.2225,0.0,562.75,0.00384923431136602,0
22.5,25.0,419.0,819.6,0.004212392172552679,0
20.29,22.6,0.0,434.25,0.00332093209327951,0
20.89,23.2,0.0,494.75,0.0035388222189340897,0
20.79,24.945,0.0,516.25,0.0037831279133643,0
22.89,25.39,692.0,961.75,0.00438172787670815,1
20.73,25.1,0.0,511.666666666667,0.0037926534895490202,0
22.2,27.772,543.0,1164.4,0.0045976629531329,1
23.7,26.89,464.0,861.0,0.00487710983719076,1
20.365,22.7,0.0,429.5,0.00335128257512357,0
21.89,29.2,0.0,1030.5,0.00474466311607751,0
20.89,25.0,0.0,558.0,0.00381507006340074,0
22.254,27.54,555.6,1074.4,0.0045740993282472105,1
20.7,24.5,0.0,468.0,0.0036945779980858896,0
20.745,22.39,0.0,460.25,0.0033840840602220603,0
20.6,24.39,0.0,464.75,0.00365516051087822,0
20.7,22.365,0.0,458.0,0.00337087710126894,0
20.7,24.65,0.0,482.75,0.0037173330491887,0
22.2,27.7225,547.0,1153.75,0.0045894077486098896,1
20.33,23.2,412.2,476.6,0.00341806648197945,1
21.7,24.29,0.0,668.0,0.0038960130145852295,0
21.6,28.4725,0.0,898.25,0.00454371901974407,0
20.7,25.1,0.0,509.0,0.00378560813415773,0
22.1,26.1,594.8,937.6,0.00429252572916348,1
20.7,24.65,0.0,481.5,0.0037173330491887,0
21.0,25.39,444.0,718.0,0.00390142139093685,0
23.58,25.736,738.0,1067.75,0.0046323779666775705,1
23.0,30.016666666666698,462.333333333333,1263.66666666667,0.0052217993333571,1
20.6666666666667,24.463333333333303,0.0,464.333333333333,0.00368140183570895,0
20.29,22.7,0.0,432.25,0.00333570528717845,0
21.1,23.533333333333303,0.0,544.0,0.00363687614933414,0
23.0,28.018,429.0,1061.6,0.00487138154496758,1
22.6,30.1666666666667,419.0,1214.16666666667,0.00512134418292066,1
20.73,22.39,0.0,456.0,0.00338094199441115,0
22.6,25.2,422.5,853.0,0.0042723699287058,0
21.0,26.236,0.0,622.0,0.00403226028118273,0
20.7,24.6,0.0,465.25,0.00370974784825709,0
23.1,29.075,444.0,1175.25,0.00508759281801227,1
22.6,30.1,419.0,1204.75,0.00510993331507665,1
20.2,22.89,0.0,440.666666666667,0.00334501033919613,0
20.6666666666667,24.463333333333303,0.0,465.333333333333,0.00368140183570895,0
21.2,27.5,0.0,747.0,0.0042804628763440395,0
22.7,31.245,447.0,1401.16666666667,0.0053385518883447705,1
22.7,31.1,433.0,1344.25,0.0053135653993026,1
23.245,25.715,178.0,961.0,0.00453527126228133,0
22.745,31.2225,438.0,1378.5,0.00534938196723674,1
22.5,30.1,0.0,1184.0,0.00507873673636185,0
20.7,22.29,0.0,453.5,0.0033595119647966,0
21.272,25.412,503.6,780.6,0.0039710085054068395,1
23.29,26.754,542.8,966.0,0.0047328523924129,1
20.7,24.76,0.0,475.666666666667,0.0037340211385977103,0
21.2,25.7633333333333,453.0,800.333333333333,0.00400840313060352,1
22.2,27.54,538.6,1093.2,0.00455897377280768,1
22.6,25.2675,442.5,868.75,0.0042838925937963,1
20.6,24.2,0.0,460.333333333333,0.00362652051049971,0
23.2,25.945,653.166666666667,992.5,0.0045636159861647705,1
20.745,22.6,0.0,471.5,0.00341599833244845,0
21.2,23.745,0.0,569.0,0.00369251536345345,0
21.2,27.0,0.0,699.5,0.00420211049730072,0
20.865,24.9725,0.0,545.25,0.0038049547683620703,0
22.29,27.5,563.4,1070.4,0.00457750035625741,1
21.2,27.5,0.0,746.4,0.0042804628763440395,0
20.29,22.79,0.0,441.666666666667,0.00334900175851823,0
20.39,22.5,0.0,434.0,0.00332675846769344,0
23.2,25.55,171.0,918.0,0.00449363520405676,0
20.89,22.9175,0.0,483.0,0.0034954887945841803,0
22.7,30.873333333333303,433.0,1311.16666666667,0.00527451004748194,1
20.7,24.5,0.0,463.333333333333,0.0036945779980858896,0
22.2,27.5,555.0,1094.0,0.00455230370735505,1
20.5,22.29,0.0,452.333333333333,0.0033181185303638398,0
23.0,30.0,464.0,1261.0,0.00521887561724853,1
20.89,25.0,0.0,555.25,0.00381507006340074,0
22.5,25.0,419.0,824.0,0.004212392172552679,0
20.7,24.6,0.0,471.0,0.00370974784825709,0
21.0,26.2675,0.0,622.75,0.00403713299829174,0
20.79,24.963333333333303,0.0,529.333333333333,0.00378592524758721,0
22.6,30.18,419.0,1220.6,0.00512362640632125,1
23.7,26.272,585.2,749.2,0.0047641630241641395,1
22.745,26.6,663.75,1014.75,0.0045516089930389,1
21.0,25.2,453.0,705.0,0.00387204429039337,1
20.7,24.5,0.0,463.5,0.0036945779980858896,0
20.66,24.215999999999998,412.2,535.8,0.00364245785923865,1
20.79,25.0,0.0,529.75,0.00379151999106046,0
22.7,25.926666666666698,439.0,927.333333333333,0.00442339389680503,1
23.0,25.39,686.5,971.25,0.0044112208499363205,1
20.7,22.39,0.0,461.666666666667,0.00337466557189241,0
22.0,29.39,0.0,1066.0,0.0048081870314844,0
21.89,24.5,0.0,694.75,0.00397608547610517,0
21.7675,28.125,495.25,1127.5,0.0045344011934834606,1
20.29,22.7225,0.0,436.0,0.00333902935200387,0
23.236,28.978,464.0,1167.0,0.005112685129071129,1
22.39,30.1,0.0,1180.75,0.0050446148366279,0
20.89,25.1333333333333,0.0,561.0,0.00383554257309491,0
20.89,22.865,0.0,482.25,0.00348743634186028,0
20.7,24.79,0.0,482.0,0.0037385725901998897,0
20.5666666666667,22.23,0.0,447.0,0.00332284953955743,0
20.5,23.89,419.0,487.2,0.0035576589307174398,1
21.1,23.6,0.0,553.0,0.00364723932725151,0
23.23,25.715,608.333333333333,883.0,0.00453113277335468,1
20.5,22.39,0.0,447.75,0.00333308443071495,0
23.89,26.29,772.75,1163.25,0.0048226878841074895,1
20.29,22.7,0.0,436.0,0.00333570528717845,0
21.23,27.7,0.0,767.0,0.00431980984000691,0
22.2,27.79,546.5,1161.0,0.0046006648996179894,1
23.2,28.7,464.0,1138.0,0.00505214492389298,1
20.79,24.9725,0.0,523.25,0.0037873239240770297,0
20.55,22.29,0.0,448.5,0.00332842453898209,0
20.945,25.39,444.0,697.333333333333,0.0038881688038662297,1
20.79,24.89,0.0,526.0,0.00377473606074636,0
22.2,24.736,0.0,757.0,0.0040917458809511895,0
21.075,26.39,0.0,640.75,0.00407494269500011,0
21.16,26.79,0.0,677.8,0.00415891577864711,0
23.245,28.92,467.75,1160.0,0.0051051661578754,1
20.533333333333303,24.2,0.0,462.666666666667,0.00361155395043591,0
20.7,22.5,0.0,463.75,0.00339133538795165,0
21.025,26.315,0.0,631.5,0.004050740750502621,0
21.23,26.498333333333303,449.0,871.833333333333,0.00413116548618656,1
20.575,22.2225,0.0,446.5,0.00332343918686436,0
22.6,25.2,423.666666666667,853.0,0.0042723699287058,0
22.937142857142895,30.405714285714303,456.142857142857,1330.0,0.00526979035275781,1
20.89,25.5,0.0,572.75,0.0038918488819086397,0
20.575,22.2675,0.0,447.75,0.00333020509905801,0
21.0,23.26,0.0,514.333333333333,0.00357224638533805,0
20.718000000000004,25.1,0.0,512.4,0.0037898339613418102,0
21.29,27.79,0.0,782.0,0.00435003631085442,0
20.39,22.5,0.0,434.25,0.00332675846769344,0
20.7,22.315,0.0,456.0,0.00336330029772187,0
23.718000000000004,26.29,578.4,760.4,0.00477266099212519,1
20.6,24.2,0.0,462.2,0.00362652051049971,0
20.89,23.2,0.0,492.5,0.0035388222189340897,0
20.39,23.7,0.0,472.0,0.0035051854492393697,0
20.525,22.2,0.0,443.5,0.00330977830422425,0
20.29,22.675,0.0,435.75,0.00333201192326353,0
21.0,25.815,0.0,594.25,0.00396714331105683,0
20.29,22.7225,0.0,431.25,0.00333902935200387,0
20.7,24.37,419.0,584.8,0.0036748582924948205,1
21.2,26.79,0.0,677.666666666667,0.00416920834398832,0
20.5,22.5,0.0,436.0,0.00334954774852514,0
22.6,30.254,424.6,1229.8,0.0051362930481255896,1
20.323333333333302,22.6,0.0,436.0,0.0033278166486012603,0
20.87,24.978,0.0,537.2,0.00380697612849538,0
20.365,22.575,0.0,438.5,0.00333272949673482,0
20.525,24.1,0.0,465.5,0.00359468469872632,0
23.2,29.05,464.0,1171.0,0.005114263035035121,1
20.772,24.956,419.0,592.0,0.0037805884637298103,1
20.823333333333302,25.033333333333303,419.0,622.666666666667,0.00380445252679579,1
21.0,23.29,0.0,521.0,0.0035768802490343797,0
20.6,22.1,0.0,447.0,0.0033101476955541,0
20.56,22.29,0.0,447.6,0.0033304891212768,0
22.89,30.89,465.25,1385.25,0.00533904830684845,1
20.7,25.0,0.0,491.0,0.0037704346054599296,0
22.2,27.7225,550.5,1157.75,0.0045894077486098896,1
23.6,27.804285714285697,480.142857142857,1030.42857142857,0.00501374584466786,1
21.2,26.79,0.0,687.6,0.00416920834398832,0
21.0,26.1666666666667,0.0,616.666666666667,0.00402153541444294,0
20.39,23.66,397.4,501.0,0.00349923624272876,1
20.7,24.79,0.0,486.0,0.0037385725901998897,0
20.6,24.1,0.0,467.5,0.00361144787924265,0
20.29,22.7,0.0,434.0,0.00333570528717845,0
20.6,22.2,0.0,446.25,0.00332520581189891,0
21.55,27.5,464.0,1034.25,0.00437393153272012,1
20.39,22.5,0.0,437.25,0.00332675846769344,0
20.7,24.5,0.0,470.25,0.0036945779980858896,0
20.29,22.79,0.0,439.0,0.00334900175851823,0
20.2,22.79,0.0,439.0,0.0033303186824580697,0
20.426666666666698,22.323333333333302,0.0,437.333333333333,0.0033080196891354897,0
20.81,22.62,0.0,467.4,0.0034328250361985698,0
20.89,25.7,0.0,579.8,0.0039225656845997894,0
21.0,26.15,0.0,608.75,0.00401895737625997,0
20.89,25.1,0.0,558.0,0.0038304243200990603,0
20.6,24.2,0.0,463.25,0.00362652051049971,0
22.6,25.2,439.8,860.6,0.0042723699287058,1
23.29,28.575,478.0,1132.25,0.00505761142733373,1
20.7,24.6,0.0,480.75,0.00370974784825709,0
22.79,30.89,444.0,1363.5,0.005306513281236379,1
21.2,26.05,449.5,815.2,0.00405329497589108,1
20.39,22.5,0.0,436.4,0.00332675846769344,0
21.025,26.315,0.0,629.5,0.004050740750502621,0
23.365,25.6,729.0,1040.5,0.00454791914921006,1
20.7,25.1,0.0,510.5,0.00378560813415773,0
21.0,26.0,0.0,605.25,0.00399575598808051,0
21.6333333333333,28.73,0.0,944.333333333333,0.00459454332333087,0
21.35,26.934,463.0,932.0,0.00423077833121522,1
20.7,24.89,0.0,487.0,0.00375374457375356,0
20.7675,24.6,419.0,628.75,0.00372529627333651,1
21.823333333333302,28.1333333333333,493.0,1142.33333333333,0.0045513659847956,1
22.89,26.39,668.0,1015.5,0.00455556875653445,1
22.0,28.29,528.0,1198.5,0.00462688899775767,1
21.412,27.272,453.0,985.4,0.00430066017745165,1
23.29,28.55,464.0,1123.75,0.0050531506227436,1
20.89,25.0,0.0,549.333333333333,0.00381507006340074,0
20.856666666666698,24.926666666666698,0.0,541.333333333333,0.0037959697919508102,0
21.1,23.575,0.0,545.75,0.00364335309530045,0
21.7,28.89,0.0,954.666666666667,0.00463933672315574,0
22.908333333333303,30.306666666666697,462.333333333333,1313.16666666667,0.00524324454762937,1
20.89,23.0,0.0,485.0,0.00350814306776971,0
22.1,24.7,0.0,738.0,0.00406077210033269,0
20.52,24.236,407.4,549.6,0.0036139664870275,1
23.2,28.62,469.0,1130.4,0.0050379482263243,1
20.73,25.0666666666667,0.0,511.0,0.00378758609466528,0
20.7225,22.6,0.0,458.5,0.00341124151659625,0
20.675,22.2675,0.0,451.0,0.0033509088770266897,0
21.2,25.163333333333302,444.0,752.666666666667,0.0039144642904838205,1
21.1,23.5,0.0,541.25,0.00363169468911561,0
21.6,28.56,0.0,920.2,0.0045577848270704395,0
22.89,30.89,451.6,1374.0,0.00533904830684845,1
23.2,25.525,587.0,869.75,0.0044892065666306295,1
21.0,26.1,0.0,604.5,0.00401122338910984,0
22.912,30.79,454.0,1365.8,0.00532877401973244,1
22.9175,30.5,465.25,1328.75,0.00527993189209704,1
21.2,27.34,0.0,737.75,0.004255387981851271,0
20.675,22.2675,0.0,450.25,0.0033509088770266897,0
20.5,24.1,0.0,467.0,0.00358911223325629,0
20.575,22.29,0.0,446.5,0.00333358811005981,0
20.6,22.125,0.0,445.75,0.0033139121566512103,0
21.89,28.31,512.0,1178.8,0.0045989791234505,1
22.7,31.2,442.5,1373.5,0.0053307972477025,1
23.39,28.373333333333303,457.5,1088.83333333333,0.00505228580200481,1
20.7,22.365,0.0,452.25,0.00337087710126894,0
20.7,25.1,0.0,491.25,0.00378560813415773,0
23.29,25.978333333333303,197.166666666667,996.5,0.00459462133070974,0
23.323333333333302,28.1,503.0,1108.83333333333,0.00498296766080685,1
20.5,24.1,414.0,538.0,0.00358911223325629,1
20.7,24.5,0.0,469.75,0.0036945779980858896,0
23.6,27.412,501.2,958.6,0.00494244570930318,1
23.245,25.825,178.0,984.0,0.00455481367184223,0
20.7,24.5,0.0,467.666666666667,0.0036945779980858896,0
24.218000000000004,25.912,805.0,1152.4,0.0048480885145136,1
22.89,30.745,454.0,1360.16666666667,0.005313772304801279,1
22.772,31.2,439.8,1377.0,0.00535432904378901,1
20.856666666666698,22.856666666666698,0.0,480.25,0.0034789756630827897,0
22.39,27.254,616.0,1061.8,0.00456413898746735,1
23.7,26.12,737.8,1119.0,0.0047363894614559105,1
20.945,25.79,0.0,582.25,0.00394981290597816,0
20.7,24.5,408.0,546.25,0.0036945779980858896,1
23.29,28.6833333333333,474.0,1142.83333333333,0.00507694231398356,1
22.39,24.717083333333303,419.0,772.925,0.00413646442172095,1
21.978,28.29,532.8,1193.0,0.0046206375251783794,1
22.9725,25.39,693.75,970.0,0.00440383124996745,1
20.7,25.1,0.0,495.333333333333,0.00378560813415773,0
22.6,30.4725,419.0,1238.75,0.005173696861751471,1
20.6,22.218000000000004,0.0,448.4,0.00332791634986075,0
24.2,25.891666666666698,786.166666666667,1145.33333333333,0.00483898711768363,1
20.2,22.89,0.0,433.75,0.00334501033919613,0
20.89,24.945,432.75,725.0,0.003806625543353,1
20.79,24.9175,0.0,538.0,0.00377893195892112,0
21.5,24.1,0.0,612.75,0.0038180477340365795,0
20.7,24.5,0.0,469.0,0.0036945779980858896,0
20.29,22.7,0.0,434.2,0.00333570528717845,0
20.65,22.2675,0.0,446.25,0.00334572233110724,0
22.1,24.7,0.0,740.666666666667,0.00406077210033269,0
22.981666666666698,28.0666666666667,429.0,1070.33333333333,0.0048744541729969105,1
21.15,25.2225,459.25,731.25,0.00391162630292601,1
21.2,25.2,465.25,762.75,0.00392020418856616,1
22.2,27.6,538.0,1121.2,0.004568979137268171,1
22.2,27.772,543.0,1148.6,0.0045976629531329,1
20.89,25.08,0.0,556.8,0.00382735340848547,0
20.2675,22.865,0.0,436.75,0.00335538761128267,0
22.73,31.1666666666667,441.0,1374.0,0.00533483634054531,1
21.1,26.6,0.0,665.0,0.0041139379302597605,0
22.675,26.675,652.75,1028.5,0.0045450525434806,1
22.7,31.2675,442.5,1395.33333333333,0.0053424292805595896,1
22.79,26.516666666666698,648.333333333333,1014.1666666666699,0.00454973424512434,1
20.64,24.434,0.0,460.0,0.0036708875707830795,0
20.89,24.926666666666698,0.0,543.0,0.0038038107539800897,0
21.2,27.1,0.0,702.75,0.00421777940467497,0
20.625,24.4175,0.0,464.5,0.0036649836944551897,0
20.89,23.254,0.0,504.0,0.00354710610572144,0
20.5666666666667,22.1333333333333,0.0,443.333333333333,0.00330832334749752,0
23.35,27.08,538.4,1005.4,0.00480849045959722,1
21.29,23.89,0.0,586.666666666667,0.00373589314251898,0
20.5,24.1,0.0,468.0,0.00358911223325629,0
21.2,27.575,0.0,749.75,0.00429221742436988,0
20.29,22.856666666666698,413.666666666667,442.666666666667,0.00335885136110578,1
20.956,25.39,444.0,717.8,0.0038908161412973398,0
20.7,24.5,419.0,608.75,0.0036945779980858896,1
23.29,28.6,470.0,1116.0,0.0050620722953919105,1
20.87,22.718000000000004,0.0,471.4,0.00346060593833997,0
20.9175,25.1,0.0,561.0,0.00383694947177254,0
20.7,25.1,0.0,505.5,0.00378560813415773,0
20.6,22.29,0.0,451.333333333333,0.00333875873669441,0
20.2,22.79,0.0,439.666666666667,0.0033303186824580697,0
20.6,22.2,0.0,451.0,0.00332520581189891,0
23.1,29.5,463.0,1219.6,0.00516257728412937,1
20.84,24.84,434.5,686.0,0.0037787900946656705,1
22.39,24.7,419.0,790.6,0.00413358648459168,0
20.6333333333333,24.426666666666698,0.0,468.333333333333,0.00366826270223185,0
20.7225,22.445,0.0,461.5,0.00338771840921383,0
21.2,27.0,0.0,692.75,0.00420211049730072,0
21.1,23.39,0.0,522.666666666667,0.00361459647930365,0
20.7,24.89,0.0,480.666666666667,0.00375374457375356,0
23.2,28.718000000000004,457.0,1140.0,0.0050553392694394,1
20.7,24.5,0.0,465.75,0.0036945779980858896,0
