input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class
100,100,54,77,20,49,0,19,41,0,100,11,76,38,11,35,6
0,92,46,100,90,89,52,67,89,44,100,16,53,4,3,0,3
15,79,8,36,37,0,89,21,100,63,73,100,21,82,0,43,0
19,100,0,73,9,46,72,47,100,61,82,69,75,34,60,0,4
34,100,24,84,0,51,28,36,93,35,100,66,91,32,84,0,4
0,98,60,100,94,82,69,42,50,0,26,5,18,31,100,28,7
31,87,22,49,83,100,0,74,45,67,23,0,100,37,15,38,8
100,100,57,84,24,58,0,27,18,0,69,10,57,38,4,42,6
100,100,62,85,30,61,7,32,0,0,40,0,34,25,1,11,6
36,70,42,100,69,70,55,32,19,3,0,8,50,9,100,0,2
91,69,48,57,9,79,60,100,100,75,95,40,64,8,0,0,9
9,86,53,100,96,81,64,55,93,48,100,18,51,0,0,11,3
0,72,1,100,49,100,72,71,43,39,10,10,51,0,100,1,2
13,65,73,34,94,0,0,0,27,34,82,65,100,100,27,77,8
100,100,57,94,29,76,48,63,83,49,71,19,36,0,0,4,5
19,93,66,100,78,78,41,58,63,41,100,23,53,9,0,0,3
7,64,39,98,47,100,47,59,44,18,0,0,37,4,100,4,1
100,100,51,82,17,55,0,24,32,0,83,14,77,43,25,39,6
81,100,60,89,22,66,0,40,42,25,100,36,94,27,75,0,4
0,100,56,96,100,77,73,43,45,10,53,0,85,31,30,33,7
27,94,15,45,36,0,82,7,100,52,81,98,32,100,0,62,0
4,98,10,100,0,69,4,40,62,43,56,55,63,24,100,0,4
17,72,16,36,40,0,86,12,100,53,79,92,31,100,0,67,0
100,66,74,100,24,88,43,63,94,77,89,36,52,1,0,0,9
98,76,59,100,16,76,74,42,77,0,0,9,31,48,100,76,8
31,100,17,75,0,44,2,15,60,20,100,43,80,31,80,0,4
97,87,56,74,34,95,83,100,100,68,88,36,53,8,0,0,9
0,93,41,100,61,77,34,52,0,30,4,10,51,3,100,0,2
48,100,20,80,0,51,55,43,100,56,90,62,86,30,73,0,4
63,67,74,100,99,80,73,39,35,7,0,3,51,4,100,0,2
9,96,62,100,81,67,53,31,19,0,0,37,29,47,100,47,7
34,87,63,100,100,93,69,64,69,37,86,13,44,0,0,0,3
41,100,1,61,0,33,67,36,100,46,85,91,64,46,43,0,4
0,90,31,100,74,82,68,39,46,0,36,6,49,41,100,54,7
53,80,78,100,14,80,55,65,92,64,100,24,50,0,0,20,9
83,100,35,96,65,77,94,94,100,58,95,22,53,3,0,0,9
0,75,14,31,47,0,89,10,100,54,76,93,35,100,13,62,0
29,100,4,77,0,54,64,53,100,69,71,47,46,24,32,0,4
53,86,14,64,0,29,26,0,76,18,100,52,98,87,49,100,0
51,81,86,100,81,85,81,58,88,31,56,6,0,0,100,2,1
0,74,28,100,50,76,29,38,1,8,26,0,63,0,100,3,2
100,100,52,86,74,68,96,94,100,59,95,23,54,0,0,0,9
82,73,74,100,32,75,73,38,78,0,0,2,34,33,100,60,8
0,72,32,100,45,99,42,68,39,37,20,7,26,2,100,0,1
23,71,61,100,70,92,52,46,41,0,0,8,50,11,100,14,1
0,73,26,62,99,96,12,100,21,66,100,71,96,29,49,0,9
27,96,0,65,4,24,53,0,94,29,100,71,62,100,9,83,0
14,84,0,53,79,83,9,100,8,66,100,80,67,38,14,0,9
41,80,60,100,100,97,98,73,94,48,75,26,42,9,0,0,3
100,100,54,91,22,66,0,40,3,13,54,0,81,23,24,31,6
29,100,9,82,0,63,6,44,39,35,77,33,100,19,96,0,4
21,61,65,78,100,100,85,83,79,57,77,30,60,6,0,0,1
70,100,35,59,96,65,56,93,67,71,100,53,66,3,0,0,9
0,79,28,100,48,75,38,54,92,54,100,28,61,8,9,0,3
27,85,57,50,64,11,15,0,0,33,2,75,46,96,100,100,5
49,61,95,87,52,100,41,69,100,83,78,53,54,18,0,0,9
95,68,75,100,43,74,84,66,100,52,87,12,39,0,0,21,9
99,100,46,97,19,76,33,55,84,50,100,12,49,0,0,7,5
22,98,0,60,17,19,62,0,100,25,96,68,62,100,21,86,0
0,100,19,85,19,63,98,65,100,67,62,46,33,23,12,0,4
0,54,50,76,80,100,60,82,52,57,60,33,88,9,100,0,1
15,84,0,57,5,17,52,0,95,28,100,67,70,100,20,87,0
0,59,55,87,100,100,88,56,89,12,32,3,5,2,88,0,1
0,96,64,100,100,73,90,41,77,8,53,0,25,26,100,30,7
100,83,62,100,22,73,0,44,3,13,70,0,95,22,8,21,6
18,60,39,100,45,82,46,32,20,0,0,1,50,4,100,11,1
92,70,34,59,0,75,39,100,89,97,98,65,93,32,100,0,9
65,87,100,100,73,87,37,74,64,58,67,21,36,0,0,12,5
100,100,52,94,22,70,1,44,0,15,39,0,70,19,29,28,6
32,82,63,100,100,89,65,63,91,54,94,24,51,5,0,0,3
31,95,24,52,49,23,14,0,0,40,19,78,56,99,100,100,5
35,100,32,97,0,73,4,46,51,42,100,48,88,29,72,0,4
36,82,0,68,4,21,48,0,92,24,100,70,61,100,23,76,0
45,81,54,100,100,90,85,59,87,31,83,2,35,0,0,19,3
0,39,42,52,76,74,100,100,92,87,82,58,71,29,68,0,1
80,100,32,85,63,72,61,81,86,48,100,16,53,0,0,5,9
30,93,34,78,75,100,18,95,79,75,100,37,72,5,0,0,9
90,100,53,76,29,46,26,13,67,0,100,24,51,37,0,28,6
100,92,55,100,33,70,77,69,78,66,83,21,46,0,0,9,9
15,77,75,100,100,100,91,58,91,16,49,0,0,6,78,4,1
0,77,25,100,53,86,43,52,17,21,1,0,51,0,100,0,2
100,98,51,100,11,72,44,35,43,0,0,20,22,61,65,92,8
100,100,46,88,23,59,12,30,28,0,96,6,77,31,0,25,6
0,45,46,68,77,93,100,100,92,74,92,48,95,23,74,0,1
19,92,38,100,59,68,44,31,18,0,0,35,50,39,100,45,7
0,87,36,100,56,71,37,40,1,19,15,19,61,16,100,0,2
63,85,26,59,64,42,53,0,0,1,22,44,46,87,100,100,5
59,100,38,81,14,54,0,26,51,13,100,32,84,28,70,0,4
0,100,53,99,66,67,59,33,53,0,36,18,38,42,100,42,7
100,100,47,79,14,53,0,26,24,0,93,2,95,25,14,25,6
18,100,16,91,0,64,22,39,100,41,86,55,61,28,61,0,4
95,100,46,79,14,50,0,18,42,0,88,20,100,53,83,85,0
22,100,25,63,54,26,22,0,0,37,2,82,49,96,100,95,5
4,91,47,100,100,87,68,44,45,0,25,5,0,36,76,35,7
0,60,39,74,73,91,100,100,80,75,67,51,51,25,39,0,1
0,88,37,100,59,63,57,17,44,0,17,37,55,49,100,50,7
34,100,18,68,0,35,35,29,100,29,81,60,65,32,75,0,4
71,100,50,95,16,66,0,34,16,5,92,0,100,26,21,32,6
20,95,27,64,54,30,34,0,14,33,0,71,41,95,100,100,5
72,72,90,100,0,94,5,59,91,65,100,68,60,34,25,0,9
100,100,64,78,33,56,13,32,3,8,54,0,54,17,0,9,6
79,84,17,62,100,80,67,100,0,75,88,79,70,38,36,0,9
84,100,34,84,69,76,91,80,90,55,100,29,60,11,0,0,9
26,88,33,56,93,36,64,0,11,10,0,55,31,88,100,100,5
0,99,40,100,66,66,58,24,38,0,11,37,42,51,100,53,7
38,100,27,89,8,67,0,44,40,32,100,41,83,22,81,0,4
32,100,13,85,0,40,27,0,88,10,100,55,74,96,14,99,0
31,83,0,53,1,8,57,0,100,30,98,75,51,100,7,72,0
0,74,28,100,69,99,79,63,59,28,28,0,57,0,100,2,2
0,100,59,97,81,66,63,32,44,0,3,25,37,34,100,39,7
34,100,9,68,61,65,67,24,0,0,3,45,20,92,100,99,5
40,100,25,83,3,51,2,17,49,0,100,17,60,38,0,35,6
62,96,24,99,0,59,19,17,61,0,97,24,100,71,65,100,0
62,100,36,92,12,57,12,19,61,0,100,22,51,41,0,27,6
100,83,37,70,0,84,52,100,94,82,95,55,91,27,92,0,9
100,98,71,100,42,88,35,55,59,41,61,16,31,3,0,0,5
100,100,50,97,21,75,44,71,82,56,76,25,47,0,0,5,5
2,55,18,86,70,100,98,79,75,50,100,15,52,0,0,15,3
27,84,20,51,38,11,0,0,2,47,9,93,54,100,100,99,5
80,100,30,86,5,55,1,21,49,0,100,22,55,35,0,15,6
0,91,36,100,62,83,57,60,70,39,100,22,78,4,39,0,3
6,100,54,96,81,56,64,6,36,0,0,38,51,35,100,32,7
100,100,78,83,56,57,40,31,44,3,92,8,46,14,0,0,6
0,20,57,51,94,89,38,100,44,61,100,30,76,0,12,14,8
70,98,0,99,36,48,93,0,4,0,16,46,100,79,48,100,8
20,100,13,72,0,43,29,26,88,28,100,45,68,29,69,0,4
32,100,0,74,9,46,73,52,100,83,77,64,53,32,32,0,4
0,36,29,54,67,76,100,100,80,76,58,50,36,25,18,0,1
18,75,51,100,100,96,79,65,41,40,0,17,9,0,63,2,2
23,63,31,100,64,84,54,45,28,10,0,5,50,3,100,0,2
0,71,7,96,53,100,100,94,78,70,52,47,29,24,14,0,7
100,100,50,100,34,60,69,25,43,0,0,18,27,58,65,92,8
11,100,49,67,100,35,93,0,49,16,69,53,78,90,0,89,8
68,92,22,71,0,27,36,0,84,22,100,66,67,100,17,83,0
89,90,49,100,14,73,11,41,49,17,100,28,41,24,0,0,6
8,84,37,100,54,72,32,42,0,18,15,10,58,5,100,0,2
23,93,5,56,19,13,68,0,100,35,92,79,45,100,0,78,0
44,68,79,100,26,93,59,67,100,71,95,25,56,0,0,12,9
32,71,55,100,72,77,56,44,32,12,0,4,43,13,100,0,2
0,63,23,100,56,78,48,34,19,0,11,13,55,23,100,11,2
0,42,29,62,66,82,100,100,77,76,55,51,38,25,23,0,1
19,89,64,100,70,61,41,27,0,4,4,3,52,4,100,0,2
0,83,43,100,77,78,45,49,61,44,100,21,58,0,4,6,3
51,67,81,100,0,89,33,50,83,13,13,0,41,34,100,62,8
36,83,76,100,100,76,62,49,61,43,93,17,43,0,0,17,3
49,100,0,30,39,0,100,59,49,79,19,44,85,80,23,21,0
78,97,44,68,100,30,65,0,38,35,84,77,76,100,0,72,8
0,96,58,100,86,86,65,44,55,0,38,11,38,39,100,42,7
59,93,14,69,0,33,24,0,78,12,100,47,85,83,36,100,0
56,100,42,78,0,52,29,33,100,37,90,59,70,30,59,0,4
0,92,22,99,68,100,100,87,83,64,56,44,32,23,16,0,7
0,63,55,75,84,97,100,100,91,75,81,50,77,25,81,0,1
0,83,52,100,100,82,80,41,53,0,30,3,33,40,99,45,7
100,100,52,92,20,65,0,36,12,6,71,0,90,24,34,25,6
0,35,37,50,73,74,100,100,90,81,77,53,63,26,61,0,1
100,89,68,100,22,89,0,55,49,66,83,43,63,9,14,0,5
100,100,67,90,39,70,14,47,0,19,22,0,37,21,3,30,6
27,100,18,65,52,36,20,0,0,27,6,77,45,95,100,96,5
0,53,45,75,79,100,93,99,93,73,97,46,100,19,93,0,1
86,70,70,100,28,79,42,39,30,0,0,16,41,46,100,62,8
38,100,1,70,0,27,40,0,88,17,100,59,66,90,17,76,0
100,85,59,100,17,76,0,39,20,2,68,0,49,29,1,21,6
25,76,75,100,17,68,61,54,89,90,100,44,87,10,0,0,9
15,85,9,47,70,44,54,0,9,12,0,68,37,97,100,100,5
8,97,14,72,0,35,10,0,69,18,100,53,90,90,25,100,0
75,93,46,87,10,49,0,8,58,0,100,31,66,66,22,100,0
28,72,60,100,88,73,56,37,9,14,0,14,52,0,100,5,2
0,87,31,100,59,74,57,33,44,0,27,37,57,47,100,49,7
100,96,76,100,43,78,16,53,0,23,20,0,51,18,12,25,6
39,84,0,86,40,42,76,0,20,9,57,54,100,96,44,100,8
60,63,100,84,55,100,0,78,40,68,98,60,73,28,32,0,9
34,100,32,100,8,64,0,27,41,0,100,10,76,42,19,60,6
0,77,30,100,84,98,76,65,44,36,5,10,46,2,100,0,2
43,93,23,65,55,27,21,0,0,33,48,64,100,93,45,100,8
0,92,38,100,80,86,66,44,60,0,45,4,53,31,100,29,7
5,89,0,54,40,35,45,0,11,22,9,70,44,96,100,100,5
23,72,0,35,16,0,69,8,100,40,93,78,49,100,14,75,0
51,100,21,73,0,43,48,40,93,52,100,59,76,30,56,0,4
29,97,0,57,22,10,68,0,100,40,83,90,37,100,12,57,0
32,83,12,92,5,41,38,0,100,28,98,76,36,100,0,60,0
2,78,35,100,56,78,35,40,0,11,5,4,53,2,100,0,2
22,82,17,46,42,10,1,0,0,42,14,82,56,94,100,100,5
16,38,67,29,43,0,22,25,66,57,100,94,50,100,0,74,8
98,100,36,99,0,69,30,52,89,49,100,4,42,0,9,36,5
25,100,82,99,81,65,51,32,14,0,0,1,14,35,100,42,7
100,100,57,90,28,67,6,43,0,15,37,0,70,16,28,27,6
0,80,22,100,24,66,7,34,0,14,34,9,69,4,100,0,2
43,100,31,73,0,45,20,25,79,24,100,46,91,31,98,0,4
47,100,14,69,0,31,27,0,77,13,100,48,86,86,38,98,0
100,100,57,97,21,66,0,32,17,0,85,3,64,23,4,3,6
18,100,8,81,0,51,56,40,100,60,87,61,85,30,88,0,4
100,100,60,87,30,59,0,38,51,31,84,54,71,32,74,0,4
55,100,7,78,0,47,83,43,100,77,84,64,48,32,13,0,4
31,100,0,85,0,52,31,29,100,35,74,65,60,33,52,0,4
0,52,38,73,72,95,100,100,94,75,91,50,87,25,87,0,1
25,100,1,63,0,21,41,0,87,16,100,57,74,93,25,89,0
19,87,61,100,96,77,72,50,64,39,100,15,51,0,0,14,3
0,74,18,100,50,94,45,62,32,32,24,4,62,0,100,1,2
70,77,30,69,0,81,44,100,79,82,80,54,80,26,100,0,9
31,100,17,68,64,37,43,0,10,21,0,74,39,100,100,98,5
0,85,31,100,60,91,54,51,33,18,33,0,66,3,100,6,2
0,92,44,100,88,91,82,66,55,44,26,23,51,6,100,0,2
100,100,62,81,35,58,18,33,31,7,76,0,49,18,0,17,6
88,82,44,100,49,68,100,84,93,63,98,23,57,0,0,12,9
25,40,21,0,60,4,89,35,100,75,71,100,30,90,0,63,0
91,100,38,97,6,65,0,28,44,3,100,15,50,24,3,0,6
15,94,58,100,100,70,71,34,31,0,14,30,0,57,91,57,7
0,84,47,100,100,88,82,61,47,38,5,16,28,0,98,1,2
31,76,62,100,89,82,61,52,24,26,0,10,50,7,100,0,2
100,97,69,100,39,86,59,62,78,36,63,9,30,2,0,0,5
0,82,43,100,100,91,83,65,48,42,9,18,5,0,72,4,2
0,20,23,43,50,65,76,87,100,100,88,66,77,34,79,0,1
88,88,53,78,100,40,91,0,0,1,5,39,57,76,18,100,8
54,64,30,96,15,61,69,27,52,0,0,30,48,66,100,100,8
70,100,54,86,29,53,23,16,69,0,100,23,50,36,0,21,6
78,99,0,100,17,63,57,28,47,0,7,31,45,65,100,95,8
0,45,19,64,59,83,100,100,89,77,67,51,46,25,26,0,1
71,100,28,74,0,45,66,50,100,70,75,85,62,42,51,0,4
26,92,64,100,100,94,79,73,61,50,64,25,37,7,0,0,3
0,38,30,62,48,87,76,100,79,74,76,49,76,24,100,0,1
91,93,80,100,43,77,0,55,54,47,100,50,69,25,38,0,4
55,88,83,100,71,70,89,68,100,31,74,1,33,0,0,24,3
11,80,0,34,31,0,77,17,100,60,72,100,24,94,3,51,0
15,89,34,53,50,13,4,0,0,43,0,87,48,98,100,100,5
0,99,59,100,72,82,47,42,49,0,6,30,35,39,100,45,7
38,100,23,84,6,59,0,35,45,21,100,35,85,24,98,0,4
100,100,58,92,22,68,0,39,8,7,55,0,74,28,34,48,6
95,67,69,100,26,94,0,51,11,7,60,0,100,28,94,75,0
6,43,16,2,68,0,100,35,81,75,38,100,7,63,0,22,0
87,75,53,100,0,81,40,61,81,78,100,41,77,5,16,0,9
100,100,62,92,58,59,84,89,93,70,79,30,46,0,0,3,9
39,90,0,69,72,55,69,12,2,0,7,47,22,91,100,100,5
78,100,31,86,57,71,88,89,100,53,94,17,50,1,0,0,9
35,86,0,57,52,55,64,11,14,0,20,57,43,100,100,94,5
43,87,43,51,47,14,0,0,29,33,71,63,100,96,45,100,8
0,99,57,100,79,89,63,45,59,0,32,6,33,27,100,32,7
100,100,67,77,44,53,31,26,38,0,88,4,44,15,0,4,6
29,100,12,82,0,62,1,41,31,32,64,29,93,20,100,0,4
57,53,100,85,62,100,51,61,79,24,29,0,0,30,61,56,8
0,80,35,100,99,82,100,45,61,12,20,0,18,34,92,31,7
7,100,8,75,0,45,13,23,64,26,70,36,84,28,100,0,4
5,96,66,100,72,65,54,24,31,0,0,38,41,53,100,51,7
0,40,29,56,67,77,100,100,100,82,82,53,64,25,45,0,1
25,81,35,52,74,23,28,0,12,35,0,71,25,96,100,100,5
78,100,23,83,59,64,100,83,76,74,77,46,55,20,0,0,9
31,100,2,56,12,3,60,0,100,35,91,85,42,90,0,60,0
0,54,31,65,69,87,100,100,83,75,79,50,81,24,100,0,1
0,67,17,100,56,99,49,55,25,16,14,0,56,13,100,13,2
0,78,27,100,42,70,29,33,1,4,14,5,57,0,100,4,2
73,96,50,70,38,24,0,0,29,41,70,77,100,100,46,78,8
6,92,45,100,54,59,47,16,32,0,0,36,43,52,100,56,7
13,96,56,100,56,75,30,53,0,32,3,11,51,5,100,0,2
69,100,27,87,1,57,0,25,35,1,91,0,100,21,45,27,6
80,100,22,76,58,36,100,0,0,7,12,38,96,65,44,91,8
17,74,20,40,39,0,84,5,100,46,83,86,35,100,0,71,0
100,75,79,100,47,82,79,84,66,64,62,23,36,0,0,5,9
1,90,42,100,76,89,59,61,100,44,100,18,55,2,0,0,3
0,91,38,100,81,91,67,62,100,40,98,16,51,5,0,0,3
30,78,62,100,81,77,59,46,25,19,0,11,50,5,100,0,2
0,80,53,100,100,77,70,38,32,2,9,0,19,27,89,34,7
34,84,83,100,100,99,28,82,0,53,65,39,84,1,13,0,5
0,26,31,43,61,67,91,94,100,100,84,67,68,34,56,0,1
7,79,40,100,47,66,34,30,6,0,0,8,49,9,100,9,2
0,64,43,78,81,100,100,98,95,73,88,49,81,24,83,0,1
0,82,26,100,51,80,43,50,24,22,12,2,57,1,100,0,2
36,90,77,100,100,88,66,68,47,49,73,27,42,6,0,0,3
17,100,36,93,0,59,50,48,98,63,100,63,84,25,76,0,4
100,77,53,73,18,92,60,100,84,74,71,42,41,16,0,0,9
36,91,62,98,100,100,44,94,1,65,46,44,51,0,0,2,5
0,65,61,80,100,100,94,88,86,65,84,43,86,20,92,0,1
74,100,25,92,0,63,3,32,39,6,100,9,74,25,38,0,6
26,71,48,100,74,74,46,37,5,12,0,11,50,8,100,0,2
81,76,15,100,0,65,100,33,65,0,10,28,90,64,73,94,8
0,40,10,60,61,78,100,100,88,81,71,54,61,27,73,0,1
27,94,1,63,56,67,64,19,0,0,0,55,21,100,100,100,5
57,100,35,87,9,58,0,28,29,2,100,0,71,16,5,5,6
25,100,58,96,81,69,54,34,29,0,0,34,48,44,100,48,7
100,100,73,90,55,75,55,60,36,45,18,30,0,15,0,0,1
100,88,77,100,43,80,17,54,6,24,24,0,40,22,0,26,6
25,75,37,98,92,100,100,75,68,51,97,27,51,9,0,0,3
0,91,27,100,69,83,60,42,54,0,100,22,76,44,23,49,7
55,92,100,100,73,86,43,59,72,40,89,12,46,0,0,0,5
20,71,0,29,31,0,78,12,100,51,84,93,37,100,8,66,0
70,100,23,82,0,51,8,18,71,1,100,28,29,29,11,0,6
0,100,50,97,100,91,74,63,55,29,42,0,20,31,68,36,7
0,100,0,86,18,72,36,57,55,43,82,28,100,14,73,0,1
0,94,30,100,66,78,33,52,88,46,100,17,52,0,8,11,3
0,67,44,80,88,100,100,88,88,66,69,44,50,22,50,0,1
26,100,1,96,0,57,68,43,100,61,73,78,45,40,29,0,4
81,100,50,80,23,60,4,40,0,19,31,0,100,13,42,23,6
72,70,100,100,25,94,0,63,72,74,92,57,66,23,9,0,9
32,100,39,76,0,48,11,38,91,39,100,64,86,31,71,0,4
70,100,17,88,36,66,89,90,88,78,100,42,68,9,0,0,9
0,93,43,99,92,100,68,52,64,0,47,0,40,36,100,42,7
0,88,39,100,79,89,76,62,55,36,27,15,54,3,100,0,2
88,76,52,100,33,78,82,79,93,49,100,12,53,0,0,0,9
0,100,46,96,91,94,100,82,72,59,53,33,49,5,66,0,7
12,100,0,62,11,19,49,0,88,19,100,60,72,93,30,92,0
23,100,3,69,0,38,58,26,100,45,97,60,76,30,60,0,4
100,83,29,71,0,85,63,100,100,79,96,52,92,26,100,0,9
100,86,70,100,45,64,83,64,98,70,96,30,62,1,0,0,9
39,90,79,100,100,77,80,52,43,30,0,11,28,0,89,5,2
28,100,0,56,15,6,65,0,100,38,92,90,43,99,7,63,0
55,100,30,74,0,45,37,38,85,55,100,62,81,30,64,0,4
45,100,7,61,0,10,60,0,100,43,96,93,38,96,15,48,0
20,96,18,65,53,30,27,0,0,32,0,75,44,100,100,96,5
86,100,47,81,14,55,0,27,22,0,88,0,100,26,34,28,6
0,59,18,94,52,100,52,61,32,26,24,0,62,7,100,14,2
100,95,52,99,0,100,18,68,70,65,82,28,42,0,1,7,5
40,99,100,87,43,100,30,56,73,44,98,9,38,0,0,31,5
17,81,46,90,100,100,83,80,59,60,37,40,13,20,0,0,1
53,81,99,100,97,65,61,32,22,0,0,20,36,39,100,48,7
30,74,60,100,77,74,54,43,19,16,0,12,52,9,100,0,2
29,90,77,100,92,80,44,59,64,45,100,19,53,2,0,0,3
0,66,16,93,83,100,91,73,62,46,22,21,28,0,100,3,2
62,91,17,92,0,42,30,0,82,6,100,56,70,100,22,95,0
0,95,51,100,91,86,81,45,68,5,55,0,46,34,100,33,7
42,96,10,64,0,22,44,0,92,23,100,65,64,99,8,100,0
25,83,12,54,62,29,37,0,6,20,0,62,37,92,100,100,5
70,74,6,84,57,60,100,96,62,100,100,59,79,15,0,0,9
0,51,21,56,62,78,100,100,77,79,52,53,32,26,24,0,1
51,100,14,75,0,46,52,34,100,45,82,59,67,29,55,0,4
40,100,7,84,72,47,100,5,22,0,52,45,84,90,0,94,8
40,92,100,100,97,94,43,77,57,54,89,27,55,0,0,8,5
100,91,49,100,28,66,55,30,26,0,0,30,50,61,95,90,8
24,70,0,74,48,97,100,100,95,76,86,50,81,24,81,0,1
26,71,54,100,77,81,52,49,17,21,0,12,50,12,100,0,2
94,97,0,90,60,56,100,18,29,0,32,38,85,74,51,100,8
33,45,75,70,79,100,72,44,100,10,94,9,37,8,0,0,1
16,100,18,77,0,47,26,29,88,35,100,58,74,30,59,0,4
13,93,79,100,87,72,50,36,21,0,10,14,0,46,100,49,7
29,84,0,54,15,8,63,0,100,32,91,79,48,100,3,81,0
77,83,42,100,13,69,62,57,100,74,91,27,53,0,0,9,9
77,100,43,84,18,59,0,35,48,17,91,32,82,24,100,0,4
76,80,80,100,19,88,74,79,100,78,98,40,55,12,0,0,9
43,61,10,23,46,0,88,31,100,76,64,100,24,67,0,25,0
27,91,37,99,100,100,78,77,63,53,75,29,57,5,0,0,3
73,98,0,95,16,60,84,29,70,0,45,35,100,69,88,100,8
61,80,97,90,60,100,67,80,100,58,83,24,44,4,0,0,9
0,93,45,100,75,73,73,36,61,0,34,29,49,45,100,51,7
100,71,29,72,0,90,59,100,98,79,98,51,83,25,59,0,9
24,96,0,68,11,23,49,0,86,23,100,68,74,100,42,72,0
52,80,84,100,100,75,58,53,91,48,89,10,44,0,0,16,3
0,94,62,100,92,71,80,34,52,0,21,23,34,48,100,51,7
100,95,63,100,37,91,31,63,81,55,89,32,46,14,0,0,5
0,96,40,100,60,66,58,27,41,0,20,35,54,42,100,46,7
9,74,32,100,63,84,48,48,12,19,0,13,49,4,100,0,2
40,100,21,86,0,49,2,10,53,0,100,19,61,33,14,16,6
10,99,34,69,100,36,83,0,7,19,31,56,72,92,0,100,8
44,86,62,100,74,75,63,47,100,30,81,5,37,0,0,12,3
100,100,46,88,13,61,0,32,16,4,90,0,81,20,20,3,6
4,87,64,61,56,21,0,0,47,36,100,70,99,100,19,78,8
0,63,15,63,58,81,100,100,94,81,67,54,41,28,16,0,1
8,91,12,53,59,36,26,0,5,32,0,79,42,98,100,100,5
24,100,24,99,0,64,38,41,99,39,100,78,89,39,85,0,4
31,74,88,100,100,95,98,55,96,16,25,2,0,0,100,2,1
0,70,33,100,100,94,100,59,75,25,47,0,69,34,14,61,8
4,71,29,40,44,0,17,1,0,42,9,80,50,99,100,100,5
19,74,52,85,100,100,95,82,70,60,41,39,14,17,0,0,1
9,100,0,81,0,58,14,35,62,33,79,44,81,21,100,0,4
28,71,68,100,61,63,29,91,82,81,100,34,57,0,0,17,9
0,85,31,100,59,73,55,36,46,0,27,26,47,40,100,39,7
68,90,62,80,100,34,54,0,0,21,55,58,97,100,29,96,8
0,65,38,79,62,100,72,86,77,65,79,43,83,21,100,0,1
30,100,19,80,0,53,11,32,74,40,100,56,89,28,85,0,4
0,96,45,98,100,100,97,83,77,62,60,39,52,17,55,0,7
100,83,65,100,24,79,0,48,4,14,46,0,67,26,24,40,6
97,100,53,77,32,44,39,9,90,0,100,31,51,49,0,36,6
100,100,55,80,21,54,0,26,28,0,98,5,79,26,7,19,6
0,78,38,100,100,96,93,69,57,45,15,21,18,3,85,0,2
11,72,38,100,53,72,34,35,5,3,0,1,52,0,100,1,2
33,93,8,58,0,20,35,0,78,21,100,55,94,93,48,100,0
14,81,0,56,48,60,100,30,50,0,18,52,18,97,97,100,5
0,59,46,76,100,100,100,100,79,76,57,50,46,24,50,0,1
28,71,43,100,76,79,49,47,11,21,0,0,50,1,100,4,2
0,89,56,100,95,76,72,37,47,0,10,3,32,16,100,22,7
0,69,20,100,56,86,41,49,10,19,10,5,57,0,100,16,2
39,100,21,77,0,47,27,37,84,36,100,60,88,29,86,0,4
100,100,67,99,37,69,14,35,8,0,50,9,36,31,0,6,6
6,100,4,95,0,71,2,47,45,30,100,44,78,24,82,0,4
17,100,0,60,12,16,59,0,100,27,95,70,51,93,15,63,0
33,80,67,100,100,76,80,38,42,12,0,6,42,19,87,0,2
18,100,5,72,45,55,51,5,0,0,8,60,40,99,100,95,5
22,92,17,53,63,30,27,0,0,17,14,64,46,98,100,100,5
100,100,72,90,41,62,12,31,9,0,57,10,47,33,0,23,6
38,67,44,100,85,96,71,58,40,24,0,7,43,17,100,0,2
0,96,41,100,79,85,84,43,78,0,56,8,58,29,100,28,7
63,100,6,82,83,55,100,20,24,0,0,34,22,70,13,95,8
100,95,83,100,29,98,0,66,27,57,75,46,64,12,17,0,5
12,88,4,47,15,8,68,0,100,34,99,73,54,100,0,90,0
74,100,38,79,0,49,53,53,100,62,73,84,56,42,42,0,4
58,58,100,91,25,100,0,67,86,63,88,70,47,35,8,0,9
15,82,42,100,70,85,63,63,100,48,82,17,39,0,0,13,3
100,98,85,99,38,100,26,71,66,56,79,36,40,18,0,0,5
0,49,52,62,95,82,100,100,84,75,71,50,59,25,57,0,1
11,91,57,100,100,93,66,62,33,29,5,0,0,35,60,37,7
0,73,63,78,100,100,97,97,88,73,77,47,65,23,55,0,1
82,96,63,62,100,25,45,0,18,32,77,65,97,100,0,98,8
100,100,55,89,21,59,0,27,29,0,88,11,70,39,4,37,6
40,92,77,100,90,85,75,56,100,29,79,6,40,1,0,0,3
32,96,0,67,61,58,74,14,24,0,20,50,38,91,100,100,5
100,100,74,98,45,76,46,52,83,42,76,12,38,0,0,1,5
42,79,53,100,68,75,48,48,17,24,0,10,50,7,100,0,2
93,77,49,100,19,73,72,68,90,63,100,20,58,0,0,10,9
0,66,27,100,100,92,99,51,55,15,13,0,20,35,98,30,7
50,98,10,61,0,10,49,0,95,27,100,76,52,100,2,86,0
72,100,16,89,52,60,100,86,92,72,93,28,55,0,0,19,9
20,91,27,61,66,35,47,0,0,21,11,66,44,95,100,100,5
100,77,77,100,29,86,0,57,3,24,39,0,56,21,11,39,6
84,81,39,100,0,66,9,18,60,0,100,33,89,80,36,92,0
